KEY,neutral,angry,happy,sad,emocao_predominante,audio_valence
1_7357_u,1.0,1.936419557688196e-12,3.994958808206661e-10,1.7636178739621755e-08,neutral,-1.7238619278358777e-08
1_7395_u,4.4897828047396615e-05,0.0003321511030662805,0.9996229410171509,3.217094646235097e-11,happy,0.9992907898819137
1_7400_u,9.436603408408129e-12,7.23852852657636e-11,1.0,4.0218588008567036e-12,happy,0.9999999999235929
1_7402_u,0.01883825846016407,0.0007385248900391161,0.9804232120513916,1.8258443368335264e-10,happy,0.9796846869787681
1_7442_u,3.077697818820724e-11,1.0,1.3038126351130885e-12,6.553514919323614e-14,angry,-0.9999999999987617
1_7443_u,0.9999998807907104,1.3500613249561866e-07,9.66875884911289e-11,6.049835979404783e-12,neutral,-1.3491549474310693e-07
1_7445_u,1.0,1.1600662921593119e-12,1.0977999759242962e-10,3.356606659288275e-10,neutral,-2.2704073462855717e-10
1_7449_u,2.0186840046787502e-11,0.9999996423721313,3.7805992292305746e-07,1.6666312427360275e-12,angry,-0.9999992643138751
1_7487_u,1.0,4.3227303247322935e-13,9.069132111960698e-10,2.3211055300009775e-10,neutral,6.743703851634988e-10
1_7490_u,1.0,2.2437392221963393e-11,1.0958684480699699e-11,1.3488207946388275e-11,neutral,-2.496691568765197e-11
1_7494_u,1.0,6.408535811394667e-13,9.266716560762944e-11,1.4388230884510023e-10,neutral,-5.185599681861025e-11
1_7504_u,0.7199819087982178,0.28001800179481506,6.072810521118299e-08,2.406526089515637e-10,neutral,-0.28001794130736246
1_7575_u,0.999218225479126,1.0588425247703981e-08,4.5834113393539155e-08,0.0007817175937816501,neutral,-0.0007816823480935042
1_7593_u,0.9968796968460083,2.41750575113997e-09,0.0031202975660562515,9.95009630244681e-10,neutral,0.00312029415354087
1_7641_u,9.099555882130517e-07,1.4376265733417881e-09,0.9999686479568481,3.0417439120355994e-05,happy,0.9999382290801012
1_7661_u,6.826709336715808e-12,1.0,3.540621843021313e-13,1.5610330682171852e-13,angry,-0.999999999999802
1_7675_u,1.2068845922641458e-10,1.1819187989425828e-11,1.0,1.9003725676425276e-11,happy,0.9999999999691771
1_7722_u,1.0,2.760739770471532e-12,1.096301261577226e-11,3.7598431312790837e-11,neutral,-2.939615846749011e-11
1_7894_u,4.0042847510024515e-12,1.0,2.407433280504634e-11,2.0763249518156168e-13,angry,-0.9999999999761333
1_7938_u,1.0,1.0003072155317927e-11,8.54701205643682e-12,1.1849236869476698e-10,neutral,-1.199484287936481e-10
1_7953_u,2.0863561545070297e-08,0.0003727000148501247,0.9996272325515747,3.854526073321374e-11,happy,0.9992545324981793
1_80_u,1.0,6.32232634301122e-12,9.285908847411761e-12,1.4427824386598065e-11,neutral,-1.1464241882197523e-11
1_8042_u,2.6695980182012136e-07,2.4282359109562002e-11,0.9999997615814209,1.225975918006661e-11,happy,0.9999997615448788
1_8045_u,7.928234457832417e-12,1.0,6.8398602753871884e-12,8.04256292639971e-14,angry,-0.9999999999932405
1_8052_u,0.9997159838676453,2.726200862279704e-11,0.0002839566732291132,1.378569258747575e-09,neutral,0.00028395526739784585
1_8078_u,7.331684703792973e-10,1.0,1.5248176055138174e-08,2.5714659893615044e-13,angry,-0.9999999847520811
1_8136_u,1.7747671776646712e-08,1.0,4.955151566843341e-11,1.1677518760994099e-12,angry,-0.9999999999516163
1_8159_u,1.0,1.0014903403104958e-12,6.405694724653799e-11,6.506535865646867e-10,neutral,-5.875981296584593e-10
1_8185_u,4.776139553297476e-12,1.0,2.4009160545096497e-12,1.5184576686311235e-13,angry,-0.9999999999977509
1_8217_u,1.3342468796473383e-10,6.64977795050703e-10,1.0,1.0434694774907882e-11,happy,0.9999999993245875
1_8407_u,5.313645790733235e-12,1.0,9.893470591382236e-13,1.8143288520872103e-13,angry,-0.9999999999991921
1_8417_u,9.454967364597167e-11,8.306277540781615e-12,1.0,1.8226864462178582e-11,happy,0.9999999999734669
1_8452_u,1.974933064308182e-11,8.130576212295182e-09,1.0,5.971900057799573e-12,happy,0.9999999918634519
1_8505_u,4.685404841886509e-12,1.0,5.681385266756434e-13,1.8646096765131265e-13,angry,-0.9999999999996184
1_8717_u,4.477394288660008e-10,1.1084393819471572e-11,1.0,7.419183600809731e-10,happy,0.9999999992469972
1_8746_u,1.0,6.431130801509699e-12,1.8761237355335858e-11,3.764162592734266e-11,neutral,-2.53115193735165e-11
1_8749_u,5.898148192073904e-09,6.108487327072254e-11,1.0,6.507807747552219e-12,happy,0.9999999999324073
1_8827_u,1.0,3.1712952576479214e-12,1.3771826561093103e-11,7.250135214409426e-11,neutral,-6.190082084064907e-11
1_8837_u,3.7949541820125887e-07,1.0430915853287814e-10,0.9999996423721313,1.8949002089652112e-10,happy,0.9999996420783321
1_90_u,6.004268263137824e-12,1.0,3.771481824760281e-13,1.736105562696183e-13,angry,-0.9999999999997965
1_9003_u,3.291975633062938e-12,1.0,5.808565976296587e-13,1.8718361550432855e-13,angry,-0.9999999999996063
1_9009_u,8.134487874955632e-12,1.0,1.7628945178649325e-12,1.2462387621436227e-13,angry,-0.9999999999983616
1_9087_u,0.9978600144386292,0.00020940978720318526,0.0019306348403915763,1.3086967620701273e-10,neutral,0.0017212249223187148
1_9245_u,3.072579968232958e-10,0.00011610186629695818,0.9998838901519775,1.6956878956531085e-10,happy,0.9997677881161118
1_9594_u,1.4840368517399227e-11,1.0,2.331529067034488e-13,1.2313884449870888e-13,angry,-0.9999999999998901
1_9668_u,1.6389859955334707e-11,1.0,1.5209244974556668e-09,1.7805265454303582e-13,angry,-0.9999999984792536
1_971_u,2.743147202444174e-11,1.0,1.4948593474173322e-09,3.761445907350669e-13,angry,-0.9999999985055168
1_9963_u,0.965272068977356,0.0007051538559608161,0.03402283787727356,5.098900190958489e-10,neutral,0.033317683511422724
1_9971_u,1.0,1.3137602984658603e-12,1.011769071301849e-10,3.343235244201992e-09,neutral,-3.243372097370273e-09
1_9972_u,8.53161319369633e-10,1.0,4.0046571202385917e-13,6.864017546622664e-14,angry,-0.9999999999996682
1_9993_u,8.934132322835353e-10,1.728765047781522e-11,1.0,1.0745371606390997e-11,happy,0.999999999971967
1_S09E01_027_u,0.9999998807907104,1.7368250837535015e-08,1.277624903650576e-07,8.466388180805584e-12,neutral,1.1038577313934178e-07
1_S09E01_368_u,0.0003417032421566546,0.732721209526062,0.26693710684776306,2.478856675480756e-09,angry,-0.4657841051571556
1_S09E01_379_u,2.405395500837404e-11,9.736877970567548e-12,1.0,1.53641700056939e-11,happy,0.999999999974899
1_S09E01_403_u,7.121410666027783e-12,1.0,1.9121064454008518e-10,8.983960087362644e-14,angry,-0.9999999998088793
1_S09E01_439_u,0.5257262587547302,1.908233429048778e-07,0.474203497171402,7.008523243712261e-05,neutral,0.47413322111562195
1_S09E02_002_u,6.577879300279088e-12,1.0,2.7748723457898805e-12,1.3041054781198769e-13,angry,-0.9999999999973554
1_S09E02_064_u,4.73978495341143e-12,1.0,3.073828626527775e-13,1.8055258080729858e-13,angry,-0.9999999999998731
1_S09E02_078_u,8.82784904204792e-12,1.0,1.002757664229914e-12,1.1267314257165997e-13,angry,-0.9999999999991098
1_S09E02_178_u,0.9998462200164795,3.1861628713159007e-07,0.00015335746866185218,1.7126420073787507e-11,neutral,0.00015303883524830052
1_S09E02_215_u,2.787456203356964e-11,1.0,1.6690997000322338e-13,1.5718426994021373e-13,angry,-0.9999999999999903
1_S09E02_271_u,1.3049253766439506e-06,0.0053902072831988335,2.593977033171768e-09,0.9946085214614868,sad,-0.9999987261507086
1_S09E02_371_u,1.0,1.3734801074249958e-09,3.944814093437277e-12,8.001884745090226e-12,neutral,-1.3775371780766488e-09
1_S09E02_386_u,4.229934458255258e-11,4.130947320324374e-11,1.0,1.3021904735066592e-11,happy,0.9999999999456686
1_S09E02_392_u,1.1565166359306378e-11,5.81144160571867e-11,1.0,5.765916823857742e-12,happy,0.9999999999361197
1_S09E02_424_u,8.84428121017411e-12,1.0,3.760298279351093e-13,8.88863025609414e-14,angry,-0.9999999999997128
1_S09E03_056_u,1.0,1.4774555277125012e-12,3.678016469166323e-08,4.832867994686296e-10,neutral,3.629540043666689e-08
1_S09E03_072_u,1.0,1.935141933848139e-12,1.0261140825917892e-09,2.056470016498224e-08,neutral,-1.95405212243243e-08
1_S09E03_120_u,1.0,6.538592584037772e-11,1.963768557489143e-12,6.9964187221494e-11,neutral,-1.3338634450438258e-10
1_S09E03_125_u,1.0,1.3506529878901108e-12,9.004200163253984e-11,7.582719452337017e-10,neutral,-6.695805965890519e-10
1_S09E03_135_u,2.1013872933406397e-11,1.0,5.1725086887277616e-12,1.6502581636282376e-13,angry,-0.9999999999949925
1_S09E03_143_u,1.203944027805548e-10,1.0,4.618589581964483e-13,6.268813593224287e-14,angry,-0.9999999999996008
1_S09E03_170_u,7.0380676113479534e-12,1.0,2.1550618819858591e-13,1.615988972410859e-13,angry,-0.9999999999999462
1_S09E03_233_u,1.0,2.1005706896115584e-10,4.2339118322409774e-12,4.611146100369501e-12,neutral,-2.1043430322928436e-10
1_S09E03_241_u,1.0,1.533608309789436e-12,1.2230006937730131e-11,6.159474319478164e-11,neutral,-5.089834456684095e-11
1_S09E03_359_u,2.2546837499248795e-06,0.9999977350234985,5.802291286327588e-11,5.122267085315435e-13,angry,-0.9999977349659879
1_S09E03_476_u,1.0,3.852175956692294e-12,1.8751255756455087e-11,1.1023278123634128e-10,neutral,-9.533370143657849e-11
1_S09E04_015_u,3.114428159811666e-11,1.1169285114853711e-11,1.0,1.842656235928608e-11,happy,0.9999999999704041
1_S09E04_053_u,3.880471464989821e-12,1.0,2.926390141495816e-13,2.30656883567007e-13,angry,-0.999999999999938
1_S09E04_074_u,2.8154494202681235e-07,0.9999997615814209,7.006105222882864e-13,1.4967016612622147e-13,angry,-0.9999997615808699
1_S09E04_088_u,1.0,6.048106460099234e-12,1.1958030052272584e-11,8.398276865606569e-12,neutral,-2.4883532734332192e-12
1_S09E04_106_u,2.066902382580338e-08,1.0,4.180072260551171e-11,6.504227088562423e-14,angry,-0.9999999999582644
1_S09E04_207_u,2.4742441168817964e-12,1.0,1.2484590184574929e-12,1.8794202847650932e-13,angry,-0.9999999999989394
1_S09E04_230_u,9.824545621484049e-09,6.814096309426532e-07,0.9999992847442627,1.0910832133614878e-11,happy,0.9999986033237209
1_S09E04_267_u,1.0,5.7314231582950015e-08,2.7577978962967098e-12,2.263195490390113e-12,neutral,-5.731373698054411e-08
1_S09E04_288_u,1.0,2.8023759528206238e-12,9.585317782556668e-12,5.482499523812301e-11,neutral,-4.8042053408386964e-11
1_S09E04_342_u,3.913138701960861e-09,0.1259336769580841,0.8740663528442383,4.719747925818751e-10,happy,0.7481326754141794
1_S09E04_351_u,6.703919971234873e-12,1.0,1.4833031721298018e-12,1.826188668601486e-13,angry,-0.9999999999986993
1_S09E04_382_u,5.889404415537758e-12,1.0,3.241035640821205e-13,1.6695518123381603e-13,angry,-0.9999999999998429
1_S09E05_022_u,5.2838844410985075e-11,1.0,3.656805489925946e-13,4.649904254499203e-14,angry,-0.9999999999996807
1_S09E05_213_u,1.0,3.205107013126707e-11,6.464409302991969e-12,5.330234864597827e-11,neutral,-7.888900947425337e-11
1_S09E05_222_u,1.0,2.7143755992886653e-11,9.400177164442525e-11,6.745149438991405e-10,neutral,-6.076569282476019e-10
1_S09E05_258_u,2.3682976291183877e-07,0.999969482421875,3.0243192668422125e-05,2.7853290420626342e-12,angry,-0.9999392392319919
1_S09E05_278_u,6.994801439452747e-12,1.0,5.063007847173895e-13,1.2799334617348557e-13,angry,-0.9999999999996216
1_S09E05_284_u,5.038306767346512e-07,0.9999995231628418,1.1403484927174912e-11,2.9952261374269207e-13,angry,-0.9999995231517379
1_S09E05_291_u,2.8070777702282612e-08,0.6119396090507507,0.3880603015422821,1.7969355170510681e-10,angry,-0.22387930768816222
1_S09E06_055_u,1.0523634408343696e-08,1.1957938111928357e-11,1.0,1.465391176458386e-11,happy,0.9999999999733882
1_S09E06_168_u,1.4737489451022157e-08,1.0,2.4677130130990044e-11,5.175325906757802e-14,angry,-0.9999999999753746
1_S09E07_054_u,0.00670379213988781,0.9932889342308044,7.314820777537534e-06,5.070611899110622e-12,angry,-0.9932816194150975
1_S09E07_135_u,1.9327746000885604e-11,1.0,6.97379307079693e-12,5.213489823229292e-14,angry,-0.9999999999930784
1_S09E07_285_u,4.2327613636317096e-10,5.894810684026197e-08,1.0,5.720707761669441e-12,happy,0.9999999410461724
1_S09E08_255_u,0.0014526593731716275,1.213672565225643e-11,0.9985472559928894,2.7334198904327422e-08,happy,0.9985472286465538
1_S09E10_065_u,1.0,9.688983556438435e-13,5.051379800558031e-11,2.1204404898611529e-10,neutral,-1.6249914933617882e-10
1_S09E10_208_u,3.306712459405503e-09,2.1478501269212025e-11,1.0,1.3840371557161113e-11,happy,0.9999999999646811
1_S09E11_045_u,1.436034290236421e-05,3.979439000545426e-11,0.9999856948852539,1.2902805213155233e-10,happy,0.9999856947164315
1_S09E12_184_u,1.5948440484914173e-11,3.727845115930606e-11,1.0,5.0573351929872334e-12,happy,0.9999999999576642
1_S09E12_369_u,7.65880803221819e-10,0.9999936819076538,6.258082976273727e-06,6.664101995929039e-12,angry,-0.9999874238313416
1_S09E13_024_u,1.0,1.8437413054628315e-12,3.155314204361659e-11,3.2789509996078436e-10,neutral,-2.981856992226306e-10
1_S09E14_045_u,1.0,4.746092407970082e-11,2.6709413760567235e-12,6.593316604491806e-12,neutral,-5.13832993081359e-11
1_S09E14_455_u,1.0,1.767702629239254e-12,8.928881245484632e-11,1.4485550536846858e-09,neutral,-1.3610339438590788e-09
1_S09E16_101_u,1.0,1.1415760781119388e-08,2.6207713083037376e-11,2.7333840486171157e-12,neutral,-1.1392286452084968e-08
1_S09E16_189_u,1.0,1.172211112898669e-11,4.8383810846708286e-11,1.0450713905374442e-10,neutral,-6.784543933602283e-11
1_S09E18_033_u,0.9999948740005493,5.0794428716471884e-06,1.5540275663528114e-11,2.1350211095588767e-12,neutral,-5.0794294663926345e-06
1_S09E18_147_u,1.1800897065095128e-11,1.0,1.5985649219271703e-12,7.469560722988405e-14,angry,-0.999999999998476
1_S09E18_357_u,6.850291601329106e-12,1.0,3.513349821574613e-13,1.2029000842281312e-13,angry,-0.999999999999769
1_S09E19_044_u,1.0,4.090035601866937e-12,1.087171352942562e-09,7.329276074941049e-11,neutral,1.0097885565912845e-09
1_S09E20_029_u,1.0,8.996788314341586e-10,1.0152119422901507e-10,4.8028074572936674e-11,neutral,-8.461857117780802e-10
1_S09E20_127_u,1.0,5.839680952343662e-13,1.149837891567529e-09,1.008696237647655e-09,neutral,1.4055768582463962e-10
1_S09E20_156_u,5.071250086530199e-10,1.0,2.7933026985199616e-13,6.051238611755327e-14,angry,-0.9999999999997813
1_S09E20_179_u,1.2933774939938303e-08,0.017156677320599556,0.9828433394432068,1.0349486545546682e-10,happy,0.9656866620191124
1_S09E20_237_u,0.9999992847442627,7.748358825665491e-07,6.490840850914559e-13,9.532365348452476e-12,neutral,-7.748447658478125e-07
1_S09E20_354_u,0.9883076548576355,0.011692381463944912,3.6787195512033577e-10,1.0233391391223368e-11,neutral,-0.011692381106306347
1_S09E21_024_u,3.668948034274422e-09,1.0,7.022147620328045e-13,4.590422551624396e-14,angry,-0.9999999999993437
1_S09E21_255_u,1.0,8.145367518495872e-13,5.828337118485294e-11,6.20567625064794e-11,neutral,-4.58792807347605e-12
1_S09E21_401_u,5.552680277381983e-12,1.0,3.296361230850642e-12,2.031355091731621e-13,angry,-0.9999999999969068
1_S09E22_015_u,1.378965552856215e-10,1.0,1.3311215194336534e-12,4.4419739289808594e-14,angry,-0.9999999999987133
1_S09E22_075_u,7.086560505076278e-12,1.0,1.926428634668742e-12,1.019996600745178e-13,angry,-0.9999999999981755
1_S09E23_017_u,7.2475597572008166e-12,1.0,3.0230464941223556e-13,1.7378184666034385e-13,angry,-0.9999999999998715
1_S09E23_102_u,2.7815161285360546e-09,2.2811637561542808e-12,1.0,8.313811444837782e-11,happy,0.9999999999145808
1_S09E23_270_u,1.0,1.372111083607075e-12,2.6842160438800278e-11,1.1156686685609429e-10,neutral,-8.609681750090109e-11
1_S09E23_420_u,0.9999998807907104,3.4063606969836346e-12,1.4596801101163237e-08,8.797778150437807e-08,neutral,-7.338438676391182e-08
1_S09E24_014_u,1.0,4.584860052378459e-13,9.416852853050273e-10,6.542400510234359e-10,neutral,2.8698674827635356e-10
1_S09E24_152_u,5.99788165800419e-08,8.694731566671887e-12,0.9999998807907104,1.1585056698681928e-11,happy,0.9999998807704307
1_S10E01_075_u,1.484421786879242e-11,1.0,5.835216207797367e-13,7.816230979508856e-14,angry,-0.9999999999994946
1_S10E01_197_u,1.0,1.1940132042809193e-12,2.205776894470546e-09,6.522319129231846e-09,neutral,-4.317736247965581e-09
1_S10E01_225_u,1.0,4.819607386796765e-12,5.468304194872209e-12,1.6625591528485195e-11,neutral,-1.597689472040975e-11
1_S10E01_381_u,0.9964144229888916,4.2659843302317313e-07,0.0035851250868290663,4.958205512828329e-10,neutral,0.003584697992575492
1_S10E01_474_u,1.0,7.914496423684636e-13,6.296975718633746e-10,9.947511259156272e-09,neutral,-9.318605136935266e-09
1_S10E02_101_u,2.2422032980307094e-11,1.0,6.351330052167814e-13,7.128047880677196e-14,angry,-0.9999999999994361
1_S10E02_123_u,5.747635006825291e-12,1.0,2.782589046332329e-12,3.02936685068686e-13,angry,-0.9999999999975203
1_S10E02_327_u,1.0342562917209364e-10,1.0,1.6371910879948992e-13,7.892393471620532e-14,angry,-0.9999999999999151
1_S10E02_372_u,0.10423091799020767,3.204520737654093e-07,0.8957687020301819,2.239692431516005e-09,happy,0.8957683793384157
1_S10E03_144_u,0.9999940395355225,5.9431454246805515e-06,1.3730999670613642e-09,9.810361724371663e-12,neutral,-5.9417821350752145e-06
1_S10E03_154_u,3.2656613524473244e-11,7.519451173720881e-06,0.9999924898147583,8.09520991906787e-11,happy,0.9999849702826324
1_S10E03_177_u,1.3656941896811325e-11,1.0,3.3731920251814373e-13,1.2072972016639177e-13,angry,-0.9999999999997835
1_S10E03_224_u,1.0,2.4565705025736406e-10,1.9569009607200982e-11,4.902719289573421e-12,neutral,-2.309907599397365e-10
1_S10E03_260_u,1.0474955972061828e-11,1.0,3.2497512710352727e-13,9.086081089989054e-14,angry,-0.9999999999997659
1_S10E03_282_u,0.5267741680145264,1.0364485660829814e-06,0.4732247591018677,2.0361980546113045e-08,neutral,0.47322370229132105
1_S10E03_311_u,1.0834048935759455e-11,1.0,3.618306283932615e-13,1.1329248628642874e-13,angry,-0.9999999999997514
1_S10E04_007_u,4.503373229880481e-09,1.4757944866161665e-11,1.0,4.1962003316520224e-11,happy,0.99999999994328
1_S10E04_021_u,1.5594883734593168e-05,0.9999843835830688,5.598833462822084e-12,1.030356247370967e-12,angry,-0.9999843835785004
1_S10E04_043_u,3.040177137814126e-11,4.4240978935849995e-11,1.0,1.820243955563683e-11,happy,0.9999999999375566
1_S10E04_057_u,7.462775536426491e-11,0.9999994039535522,5.955849928795942e-07,1.4388400410361712e-12,angry,-0.9999988083699982
1_S10E04_082_u,0.9986377358436584,1.485937040079932e-09,0.0013622482074424624,2.190235770527238e-10,neutral,0.0013622465024818453
1_S10E04_105_u,7.468014921740984e-12,1.0,1.9826920053672703e-12,8.769538778962901e-14,angry,-0.999999999998105
1_S10E04_158_u,6.692257102258736e-06,0.9999933242797852,3.418785393671797e-11,2.9818294643331467e-13,angry,-0.9999933242458955
1_S10E04_177_u,5.08507109771017e-05,1.658426845096983e-05,0.9999325275421143,6.457667039994064e-11,happy,0.9999159432090866
1_S10E04_194_u,0.2572200894355774,0.7427799105644226,2.5212912313499203e-10,8.557490827065806e-11,angry,-0.7427799103978684
1_S10E04_238_u,9.342188481142877e-12,1.0,2.391531525765267e-13,1.2834563056438042e-13,angry,-0.9999999999998892
1_S10E04_262_u,8.720775837578465e-12,1.0,4.634465012275102e-13,1.1726080176299725e-13,angry,-0.9999999999996538
1_S10E04_277_u,5.586216818981304e-12,1.0,2.9101758980062953e-13,1.9189173633329254e-13,angry,-0.9999999999999009
1_S10E04_307_u,1.0200069233690101e-08,1.0,3.390480604603674e-12,3.725685599332944e-14,angry,-0.9999999999966468
1_S10E04_343_u,1.741860322646005e-09,2.33620870045137e-12,1.0,1.079459646669001e-10,happy,0.9999999998897178
1_S10E04_361_u,1.1461730231587808e-08,1.5572069855807058e-08,1.0,4.336068830379514e-12,happy,0.9999999844235941
1_S10E04_398_u,4.967623534746224e-11,1.0,1.7093005613352807e-13,8.38933550450019e-14,angry,-0.999999999999913
1_S10E04_403_u,2.287936159972581e-11,1.0,2.353820471867607e-10,1.7584005540700887e-13,angry,-0.9999999997647938
1_S10E05_079_u,3.1569757225069495e-11,1.0,1.8053778144764415e-13,7.336859798087042e-14,angry,-0.9999999999998928
1_S10E05_110_u,8.284655450552236e-07,7.511455346609353e-11,0.9999991655349731,1.7597361068322215e-11,happy,0.9999991654422612
1_S10E05_120_u,3.808867457544274e-11,3.7640496275415103e-10,1.0,2.539035648396748e-10,happy,0.9999999993696915
1_S10E05_288_u,4.120738950064151e-08,1.0,1.8888639263803242e-10,2.602432700761492e-13,angry,-0.9999999998113739
1_S10E05_319_u,0.9757148623466492,0.024285098537802696,3.9846622001959986e-08,1.7117439410352375e-11,neutral,-0.024285058708298134
1_S10E06_003_u,0.9999998807907104,6.893361614856985e-08,1.4581976251482054e-11,1.5224166328639543e-12,neutral,-6.892055658895124e-08
1_S10E06_062_u,2.408480533067081e-11,1.1579667780203806e-11,1.0,2.5287496055459435e-11,happy,0.9999999999631328
1_S10E06_091_u,1.701248864005578e-11,1.0,2.0808842930014615e-13,9.87442414076764e-14,angry,-0.9999999999998908
1_S10E06_166_u,1.0,9.013092494569719e-09,2.776545052901591e-12,2.3720391970072363e-12,neutral,-9.012687988713824e-09
1_S10E06_255_u,2.5179035745281908e-08,0.058196060359478,0.9418039321899414,2.8184635181283113e-10,happy,0.8836078715486171
1_S10E07_069_u,9.161983882677305e-08,3.138553653081466e-12,0.9999998807907104,2.762241997633641e-11,happy,0.9999998807599495
1_S10E07_110_u,3.4719779135050644e-11,1.0,1.3153701218515668e-12,4.7056403776812514e-14,angry,-0.9999999999987317
1_S10E07_140_u,9.276407419989141e-11,1.854017739333358e-08,1.0,2.8858508464846278e-12,happy,0.9999999814569368
1_S10E07_163_u,1.0,1.954044842600311e-10,5.0948034853448565e-12,4.304878068600582e-12,neutral,-1.9461455884328682e-10
1_S10E07_187_u,1.3805806324540537e-11,1.0,2.2299648022236496e-13,1.3939468069407157e-13,angry,-0.9999999999999164
1_S10E07_198_u,1.0,1.822573314491649e-09,2.3535678614350353e-11,3.0831604630465748e-12,neutral,-1.8021207963403452e-09
1_S10E07_247_u,4.720885488085358e-11,1.0,8.243693271417496e-13,2.1227072562798183e-13,angry,-0.9999999999993879
1_S10E07_267_u,7.760850850857537e-10,2.0578931891890306e-09,1.0,9.599827009709738e-12,happy,0.9999999979325069
1_S10E08_063_u,0.861581563949585,1.6702698946158279e-10,0.13841837644577026,3.717978103168207e-08,neutral,0.13841833909896223
1_S10E08_131_u,1.7142258099123175e-11,1.0,3.0210233728684976e-13,8.560496468591403e-14,angry,-0.9999999999997836
1_S10E08_140_u,1.0,7.55692166828914e-13,4.745766626901293e-11,2.1851398468442085e-10,neutral,-1.7181201058223683e-10
1_S10E09_021_u,9.536232220552776e-11,9.528827379923221e-12,1.0,1.1402795374593211e-11,happy,0.9999999999790684
1_S10E09_066_u,5.674934133725884e-11,3.932539698325854e-07,0.9999996423721313,1.8510110111336076e-11,happy,0.9999992490996514
1_S10E09_081_u,5.733838751020848e-12,1.0,5.147978939835929e-13,2.2784533049331757e-13,angry,-0.999999999999713
1_S10E09_100_u,1.935304538847049e-08,5.418044918964471e-12,1.0,1.0000979211444161e-10,happy,0.9999999998945721
1_S10E09_169_u,1.0,5.065492730133014e-12,7.191378569026963e-12,2.775778912278426e-11,neutral,-2.563190328389031e-11
1_S10E09_186_u,1.0,1.0076350561230574e-12,3.046767005354667e-10,7.799388912488325e-10,neutral,-4.762698257694889e-10
1_S10E09_194_u,4.494063343685184e-09,1.5446531206886327e-11,1.0,2.100605800414712e-11,happy,0.9999999999635474
1_S10E09_258_u,0.9987302422523499,0.0012697228230535984,8.34309791392096e-12,7.13342995783961e-11,neutral,-0.0012697228860448
1_S10E09_324_u,6.139180186437443e-07,2.6230215222078357e-10,0.9999994039535522,2.226306639041553e-11,happy,0.999999403668987
1_S10E10_009_u,5.6739786202797404e-08,0.04751403629779816,0.952485978603363,6.368380822685538e-10,happy,0.9049719416687267
1_S10E10_090_u,0.9784698486328125,0.021530186757445335,2.8987539799074646e-11,2.4477120330601565e-09,neutral,-0.021530189176169827
1_S10E10_158_u,1.9556472760640098e-11,1.0,3.0160834767201106e-13,7.740950756915041e-14,angry,-0.9999999999997758
1_S10E10_269_u,1.0,2.4135058396268505e-08,2.8500317661439567e-09,6.12469764574991e-13,neutral,-2.1285639099889123e-08
1_S10E10_376_u,1.0,2.0166902002516363e-12,1.0866147391597192e-11,3.4490743594517426e-11,neutral,-2.564128640317187e-11
1_S10E11_321_u,1.0,3.6595251828863695e-10,1.3537512257022488e-11,4.296759129052141e-11,neutral,-3.953825973221359e-10
1_S10E12_115_u,1.5611269221782464e-11,1.0,9.893046104547665e-11,1.0408504841439431e-13,angry,-0.9999999999011737
1_S10E13_095_u,8.869333219252429e-12,1.0,4.393392388172407e-13,2.142226419041618e-13,angry,-0.999999999999775
1_S10E13_135_u,1.0,1.1023015182923257e-12,6.250546746855434e-10,7.897066112150242e-09,neutral,-7.2731137389829906e-09
1_S10E14_032_u,3.613603194452253e-09,9.962412006458976e-10,1.0,1.1977203083490817e-11,happy,0.9999999989917816
1_S10E14_056_u,0.9999995231628418,4.103647976982927e-11,4.672353384194139e-07,1.566316000511936e-11,neutral,4.6717863877963894e-07
1_S10E14_094_u,1.0,1.917418264094084e-12,1.5342734027701255e-11,2.8232147522566642e-11,neutral,-1.480683175895947e-11
1_S10E14_476_u,1.0,8.727439881894838e-10,1.4030607231596548e-10,2.1408304816394885e-12,neutral,-7.345787463551579e-10
1_S10E16_009_u,7.880687075134674e-11,7.45267562940466e-12,1.0,1.484065127732581e-11,happy,0.9999999999777067
1_S10E17_032_u,8.525845827944689e-12,1.0,5.190938282516322e-13,1.3933671653542506e-13,angry,-0.9999999999996203
1_S10E17_096_u,3.1016120227711497e-11,1.0,5.83019906224419e-13,6.543935315503346e-14,angry,-0.9999999999994825
1_S10E17_125_u,2.588519676383072e-11,4.197279324102965e-08,1.0,4.05102444644978e-11,happy,0.9999999579866965
1_S10E17_146_u,1.1226138667552732e-05,0.604607343673706,0.3953813910484314,1.1575855829448756e-09,angry,-0.20922595378286024
1_S10E17_287_u,8.969775443234962e-12,1.0,9.332495713720856e-13,1.534213294601683e-13,angry,-0.9999999999992202
1_S10E18_164_u,1.4156641192641928e-08,6.675584390825051e-11,1.0,1.0880124926004875e-11,happy,0.999999999922364
1_S10E18_266_u,0.040152400732040405,0.9598475694656372,5.907174055463926e-11,1.3078413352296536e-11,angry,-0.9598475694196439
1_S10E18_323_u,4.217206445167321e-11,1.3302997592390398e-11,1.0,1.0258919581895842e-11,happy,0.9999999999764381
1_S10E18_391_u,3.2897823984967545e-05,5.272448033721844e-10,0.999967098236084,4.374046264077336e-11,happy,0.9999670976650987
1_S10E18_423_u,1.0,1.1184762317706376e-11,5.914766940118277e-12,2.7291138099405643e-11,neutral,-3.256113347699374e-11
1_S10E19_015_u,2.3773172666552433e-11,1.0,9.558311173801792e-13,5.099056349681594e-14,angry,-0.9999999999990953
